hhidpn,wavenum,hitot,rheight,age,female
174323010,12,215683.0854,1.8034,69,0
174323020,12,215683.0854,1.778,64,1
174335020,12,309208.0783,1.5748,64,1
174390010,12,27600,1.6256,70,1
174390020,12,27600,1.8034,72,0
174431010,12,50760,1.6256,67,1
174490010,12,20800,1.8288,66,0
174503010,12,26268,1.5748,72,1
174516010,12,7236,1.7018,70,1
174540010,12,37776,1.6002,69,1
174540020,12,37776,1.7018,69,0
174577010,12,42663.04742,1.8288,70,0
174577020,12,42663.04742,1.7526,70,1
174662011,12,16932,1.7526,69,0
174707010,12,107000,1.7526,66,0
174707011,12,107000,1.6256,61,1
174863010,12,135885.0335,1.778,67,0
174863011,12,135885.0335,1.651,70,1
174876010,12,8652,1.6256,67,1
174971010,12,40114,1.6764,66,1
175393010,12,46092.24,1.6002,67,1
175469010,12,127068,1.7272,70,0
175469020,12,127068,1.7018,64,1
175743010,12,35792,1.524,71,1
175793010,12,53261.46031,1.7399,69,1
175869010,12,71666,1.5748,67,1
175885010,12,53793.2553,1.651,71,1
175909010,12,218539.1025,1.8796,71,0
175909020,12,218539.1025,1.7018,71,1
176069010,12,77220,1.7272,70,0
176069020,12,77220,1.6002,67,1
176075010,12,156600,1.7526,66,0
176075020,12,48560,1.61925,65,1
176075021,12,48560,1.7526,67,0
176082010,12,72624,1.8542,70,0
176082020,12,72624,1.6764,67,1
176135010,12,47760,1.651,70,1
176166010,12,66900,1.5494,68,1
176250010,12,32256.48,1.6764,71,0
176250020,12,32256.48,1.6002,69,1
176330010,12,91200,1.6002,66,1
176413010,12,98234.00222,1.8288,70,0
176413020,12,98234.00222,1.6002,65,1
176431010,12,256000,1.6129,66,1
176431020,12,256000,1.7145,65,0
176433010,12,139603.8893,1.8923,69,0
176433020,12,139603.8893,1.7526,64,1
176512010,12,52136,1.6002,67,1
176524010,12,42174.77568,1.7907,71,0
176524020,12,42174.77568,1.5113,66,1
176610010,12,39972,1.6764,71,0
176610020,12,39972,1.524,70,1
176718010,12,58400,1.7272,67,0
176718011,12,176100,1.6256,69,1
176718012,12,58400,1.6002,59,1
176730010,12,826164.2735,1.7526,67,0
176787020,12,41448,1.6764,66,1
176879010,12,280400,1.778,66,0
176879020,12,280400,1.651,60,1
176976010,12,51344,1.5748,72,1
177371010,12,22560,1.4478,81,1
177448010,12,39200,1.6764,68,0
177448020,12,39200,1.6002,63,1
177463010,12,39216,1.8542,67,0
177463020,12,39216,1.6002,66,1
177473010,12,39756,1.8796,66,0
177473020,12,39756,1.6256,56,1
177541010,12,19922.8012,1.7145,67,1
177553010,12,198224,1.7526,68,0
177553020,12,198224,1.651,55,1
177660010,12,74400,1.8796,67,0
177660020,12,74400,1.651,66,1
177662010,12,36414,1.6891,69,0
177711010,12,40440,1.778,72,0
177711020,12,40440,1.6256,67,1
177715010,12,148020,1.8288,66,0
177715020,12,148020,1.6002,65,1
177745010,12,91650,1.8034,70,0
177745020,12,91650,1.5748,71,1
177842010,12,20622,1.5748,69,1
177848010,12,38000,1.905,68,0
177848020,12,38000,1.6002,65,1
177906010,12,14134,1.5621,72,1
178004010,12,20400,1.8542,71,0
178095010,12,225933.3333,1.6002,71,1
178095020,12,225933.3333,1.7526,70,0
178105010,12,31524,1.6256,71,1
178105020,12,31524,1.778,71,0
178194010,12,42079,1.524,67,1
178198010,12,68600,1.6764,72,0
178198020,12,68600,1.6764,60,1
178209010,12,48870.6,1.5748,70,1
178259010,12,208786.336,1.8034,69,0
178259012,12,208786.336,1.7018,64,1
178307010,12,36666.86466,1.8288,72,0
178323010,12,107093.44,1.651,69,0
178323020,12,107093.44,1.7018,59,1
178359010,12,30660,1.6129,69,1
178447010,12,40732,1.7272,68,0
178447020,12,40732,1.7145,65,1
178454010,12,42337.8,1.7018,66,1
178454020,12,42337.8,1.7272,69,0
178466010,12,32820,1.651,69,1
178511010,12,13764,1.7272,71,0
178511020,12,13764,1.5494,66,1
178602010,12,45300,1.8796,67,0
178602020,12,45300,1.6256,66,1
178770010,12,63712.12,1.8542,69,0
178770011,12,63712.12,1.5621,72,1
178823010,12,19400,1.905,69,0
178865010,12,13380,1.778,71,0
178876010,12,35988,1.5494,70,1
178876020,12,35988,1.778,71,0
178905010,12,43050,1.6256,72,1
178921010,12,94151,1.8288,68,0
178976010,12,8400,1.8034,69,0
178980010,12,15978,1.8288,69,0
179165010,12,4020,1.7018,72,1
179298010,12,20441.5059,1.7272,67,0
179304020,12,7770,1.651,56,1
179396010,12,107400,1.8542,66,0
179396020,12,107400,1.5875,65,1
179499020,12,14000,1.6256,57,0
179512010,12,45826,1.6764,69,0
179512020,12,45826,1.4986,62,1
179518010,12,12000,1.6764,70,0
179627010,12,18622.40833,1.524,67,1
179767010,12,51216,1.5494,69,1
179767020,12,51216,1.7018,69,0
179842010,12,225368,1.7907,66,0
179842020,12,225368,1.7272,59,1
179885010,12,98405,1.7526,70,0
179898010,12,25308,1.8288,69,0
179898020,12,25308,1.5748,64,1
179938010,12,56679,1.651,71,1
179938020,12,56679,1.7526,71,0
180170020,12,17656.31284,1.6764,66,1
180189010,12,17028,1.6891,69,1
180226010,12,114178,1.7018,69,0
180226020,12,114178,1.6002,65,1
180319020,12,10800,1.651,67,0
180356010,12,23240,1.6002,68,1
180356020,12,23240,1.6764,68,0
180361010,12,66400,1.6764,68,0
180361020,12,42000,1.5494,65,1
180361021,12,42000,1.7272,64,0
180416010,12,10569,1.8034,71,0
180416020,12,10569,1.6764,63,1
180656010,12,112888,1.7907,67,0
180656020,12,112888,1.6256,60,1
180659010,12,10200,1.7526,72,0
180659020,12,10200,1.651,70,1
180762020,12,15000,1.778,66,0
180795020,12,62809,1.7018,72,0
180795021,12,27308,1.6891,67,1
180795022,12,62809,1.7526,74,1
180805010,12,46762.59662,1.6764,67,1
180805020,12,46762.59662,1.7272,67,0
180852010,12,34348,1.7018,69,0
180852020,12,34348,1.524,69,1
180872010,12,142727,1.6764,72,0
180872020,12,142727,1.524,72,1
180882010,12,36820,1.6256,67,1
180901010,12,17280,1.8161,70,0
180901020,12,17280,1.51765,66,1
180921010,12,79884,1.8034,67,0
180921020,12,79884,1.6637,68,1
181019010,12,11880,1.6002,71,1
181091010,12,9960,1.5748,69,1
181118010,12,10776,1.6129,70,1
181167010,12,100000,1.8288,69,0
181167020,12,100000,1.651,66,1
181282010,12,92616,1.8796,71,0
181282020,12,92616,1.6002,66,1
181464010,12,19668,1.6764,68,1
181845010,12,222460,1.651,68,1
181845020,12,222460,1.8288,63,0
181887010,12,48980,1.651,69,0
181887020,12,48980,1.5494,67,1
181955010,12,231908,1.8542,71,0
181955020,12,231908,1.6002,70,1
182026010,12,117600,1.6764,67,0
182026020,12,117600,1.6256,60,1
182027010,12,44380,1.8542,68,0
182027020,12,44380,1.7018,66,1
182158020,12,95000,1.651,64,1
182176010,12,129550,1.778,71,0
182312010,12,122904,1.778,70,0
182326010,12,373400,1.778,68,0
182326020,12,373400,1.5494,66,1
182471010,12,12600,1.5494,70,1
182735010,12,17672,1.778,70,0
182785010,12,61704,1.7018,66,0
182785020,12,61704,1.651,65,1
182873010,12,11700,1.397,71,1
182917020,12,62895.06557,1.651,62,1
182933010,12,79810.03298,1.8034,66,0
182933020,12,79810.03298,1.5748,59,1
182943010,12,48001.6,1.524,69,1
182943020,12,48001.6,1.6764,65,0
182959010,12,26600,1.8288,66,0
182959011,12,12288,1.7272,63,1
182994010,12,55064.8709,1.6891,71,1
182994011,12,20316,1.8542,65,0
183023010,12,77808,1.7526,69,0
183023020,12,61839.6,1.5748,70,1
183040010,12,176220,1.8288,67,0
183040020,12,176220,1.6256,61,1
183251020,12,76901,1.905,72,0
183251021,12,76901,1.74625,75,1
183294010,12,900,1.6002,67,1
183390010,12,51600,1.7526,67,0
183390020,12,51600,1.5748,65,1
183404010,12,20088,1.7018,69,1
183406010,12,37336,1.6256,70,1
183414010,12,94001.3119,1.524,67,1
183414020,12,94001.3119,1.8542,67,0
183433020,12,40800,1.6002,69,1
183461020,12,215460,1.8669,72,0
183537010,12,50411.22409,1.778,70,0
183574010,12,164857.9029,1.6764,68,0
183574020,12,164857.9029,1.6637,67,1
183634010,12,56616,1.651,66,0
183634020,12,56616,1.5748,64,1
183715010,12,75660,1.7272,68,0
183715020,12,75660,1.7018,66,1
183731021,12,2268,1.6256,60,1
183748010,12,85536,1.7272,70,0
183748020,12,85536,1.6256,66,1
183752010,12,33600,1.61925,69,1
183752020,12,33600,1.8034,70,0
183869010,12,152520,1.778,67,0
183869020,12,152520,1.8034,59,1
183883010,12,12820,1.8034,69,0
183944020,12,7553.6,1.5748,69,1
183963010,12,80502.4,1.651,67,1
183980010,12,10122,1.6256,71,1
184024010,12,124652,1.8542,67,0
184024020,12,124652,1.7145,64,1
184032010,12,24080,1.7018,70,0
184032011,12,22800,1.6764,65,1
184105020,12,11256,1.7272,73,0
184173010,12,139228,1.6002,67,1
184173020,12,139228,1.8034,65,0
184219010,12,69372,1.7399,70,0
184225010,12,91956,1.6002,68,1
184225020,12,91956,1.778,63,0
184264010,12,30366,1.8288,68,0
184271010,12,43200,1.6764,71,1
184271020,12,43200,1.7526,72,0
184297010,12,61548,1.8034,71,0
184297020,12,61548,1.5748,68,1
184314010,12,69420,1.778,68,1
184336010,12,28975.35704,1.6764,69,0
184336020,12,28975.35704,1.7272,70,1
184351010,12,22032,1.6764,66,1
184351020,12,22032,1.778,71,0
184359020,12,188240,1.6002,61,1
184359021,12,188240,1.8288,63,0
184387020,12,35220,1.8034,69,0
184439010,12,130100,1.651,66,1
184439020,12,130100,1.8542,68,0
184586010,12,13760,1.7526,66,0
184586020,12,13760,1.6764,60,1
184591010,12,24456,1.778,72,0
184591020,12,24456,1.7272,66,1
184636010,12,20177,1.7526,68,0
184636020,12,20177,1.7018,66,1
184645010,12,28400,1.6891,68,1
184645020,12,239412,1.8288,70,0
184691010,12,14832,1.6764,70,1
184723010,12,22865.45828,1.7272,68,0
184723020,12,22865.45828,1.651,66,1
184774010,12,105004,1.905,71,0
184774020,12,105004,1.6002,60,1
184825020,12,12000,1.4986,65,1
184830010,12,32376,1.8288,71,0
184830020,12,32376,1.7145,65,1
184921010,12,64420.34874,1.7272,71,1
184921020,12,64420.34874,1.7018,72,0
184925010,12,48127,1.8542,67,0
184925020,12,48127,1.651,64,1
184954010,12,24804,1.8288,67,0
184954020,12,9605,1.7526,59,1
185072010,12,32428,1.7272,70,0
185072020,12,32428,1.6256,69,1
185102010,12,71916,1.7272,71,0
185102020,12,71916,1.6256,71,1
185276010,12,26328,1.778,70,0
185276011,12,26328,1.6256,60,1
185285010,12,16032,1.778,68,0
185285020,12,65704,1.6256,65,1
185353010,12,81456,1.778,67,0
185353020,12,81456,1.6002,67,1
185419020,12,24600,1.7018,68,1
185419021,12,24600,1.6256,61,0
185433020,12,9792,1.4986,63,1
185442010,12,130324,1.5621,71,1
185442020,12,130324,1.8034,72,0
185502010,12,88562,1.68275,69,0
185502020,12,88562,1.6002,62,1
185508010,12,39000,1.6256,67,1
185508020,12,39000,1.651,64,0
185552020,12,22536,1.6256,62,1
185552021,12,22536,1.8034,64,0
185593010,12,10000,1.8542,69,0
185716010,12,45192,1.7526,69,0
185716020,12,45192,1.6256,66,1
185732020,12,49852,1.7018,57,1
185743020,12,10800,1.6764,62,0
185856010,12,155400,1.7272,69,0
185856020,12,155400,1.6764,62,1
185903010,12,18700,1.651,69,1
185954010,12,9636,1.6002,67,1
185986010,12,21920,1.6764,67,1
185986020,12,21920,1.7272,70,0
186008010,12,32400,1.7018,68,0
186008020,12,32400,1.7018,64,1
186047010,12,33549,1.8288,69,0
186047020,12,33549,1.6764,65,1
186063010,12,59815.56427,1.8288,67,0
186063020,12,59815.56427,1.6256,65,1
186099010,12,59530.95197,1.651,71,1
186099020,12,59530.95197,1.778,84,0
186112020,12,38000,1.5748,56,1
186155010,12,190356.72,1.778,72,0
186155011,12,29600,1.6764,69,1
186279011,12,20000,1.6002,60,1
186436020,12,32600,1.524,64,1
186438010,12,115432,1.7526,70,0
186438020,12,115432,1.524,67,1
186469010,12,39952,1.5748,71,1
186540010,12,175200,1.7018,68,1
186563010,12,11285.2,1.651,67,1
186622010,12,60440,1.6256,67,1
186771020,12,39824,1.6129,64,1
186877010,12,31080,1.778,68,0
186877020,12,31080,1.6256,66,1
186895010,12,24000,1.8542,72,0
186895020,12,24000,1.6256,69,1
186897010,12,24924,1.6764,70,1
186920010,12,49685,1.8288,66,0
187098010,12,61600,1.651,70,0
187105010,12,15612,1.6002,72,1
187187010,12,52630,1.4732,70,1
187187020,12,52630,1.8034,71,0
187393010,12,56800,1.4986,67,1
187393020,12,20120,1.7526,61,0
187393021,12,51300,1.524,61,1
187399010,12,86620,1.7907,69,0
187399020,12,86620,1.7018,67,1
187446010,12,88800,1.7272,67,0
187446020,12,88800,1.6764,65,1
187480010,12,7496,1.651,69,1
187522010,12,132460,1.8923,66,0
187522020,12,132460,1.6002,61,1
187575010,12,69864,1.6256,68,1
187575011,12,69864,1.8288,64,0
187666010,12,3720.12,1.7526,68,0
187666020,12,3720.12,1.5621,61,1
187673010,12,20276,1.6256,69,1
187704010,12,47040,1.524,68,1
187704020,12,47040,1.7272,63,0
187729010,12,212380,1.8288,67,0
188256011,12,5348,1.7526,56,1
190757010,12,116896,1.7907,70,0
190757020,12,116896,1.7399,70,1
190838020,12,253200,1.8161,68,0
190870010,12,84150,1.6637,70,1
190870020,12,84150,1.8034,61,0
191401010,12,14880,1.7526,69,0
193866010,12,12000,1.5494,76,1
200306020,12,26046.62224,1.7145,83,1
200347011,12,45756,1.5748,81,1
200352011,12,52800,1.6764,64,1
200393020,12,16800,1.524,84,1
200411020,12,65948,1.5494,83,1
200441011,12,29376,1.5748,81,1
200500020,12,29180,1.3335,82,1
200520020,12,18000,1.6002,78,1
200580020,12,67841.0693,1.6002,76,1
200740011,12,12048,1.7526,72,0
200920020,12,14591.21996,1.524,75,1
201025020,12,25128,1.6637,83,1
201144020,12,57432,1.6002,69,1
201144021,12,57432,1.7018,59,0
201148011,12,8652,1.5748,64,1
201194011,12,64500,1.6256,76,1
201270020,12,205828,1.6383,64,1
201292020,12,115703.9861,1.6256,84,1
201323021,12,24060,1.7272,77,0
201349011,12,41856,1.7145,76,1
201363020,12,28784,1.7272,73,1
201407011,12,0,1.524,62,0
201421020,12,26400,1.6256,84,1
201651020,12,46800,1.6383,71,1
201780020,12,83400,1.7526,78,0
201780021,12,83400,1.7018,80,1
201835020,12,6930,1.7272,68,0
201958011,12,18564,1.6256,76,1
201962021,12,16372,1.651,69,1
202330020,12,37020,1.5494,84,1
202773011,12,14400,1.5748,80,1
202806020,12,100241.2222,1.6764,65,1
202823020,12,135668,1.6256,67,1
202823022,12,135668,1.8542,81,0
202898020,12,0,1.3462,84,1
202907020,12,17988,1.651,71,1
202973020,12,38000,1.7907,85,0
203017020,12,35460,1.5113,84,1
203281021,12,15360,1.7526,70,1
203295020,12,14540,1.6256,84,1
203309020,12,24841.10295,1.651,84,1
203692020,12,15600,1.651,82,1
203695020,12,6480,1.6764,69,1
203740020,12,30187.27475,1.6764,74,1
203781020,12,14040,1.6764,76,0
203788021,12,11160,1.5494,71,1
204158020,12,15301,1.6002,69,1
204235020,12,24461.08,1.4986,84,1
204314020,12,8400,1.2446,64,1
204334020,12,26400,1.7272,82,1
204342020,12,31620,1.7018,84,0
204342021,12,31620,1.651,68,1
204347020,12,22044,1.6002,63,1
204387020,12,69476,1.7145,74,1
204445020,12,43700,1.6002,83,1
204447020,12,133737,1.8034,67,1
204674020,12,14556,1.5494,72,1
204756020,12,34148,1.6764,67,1
204760020,12,30230.88933,1.5748,71,1
204763020,12,15888,1.7018,69,1
204881020,12,81366,1.5621,83,1
204928020,12,48000,1.6764,79,1
204954020,12,72599.65916,1.5748,83,1
204980020,12,360,1.5494,65,1
205005021,12,129200,1.6764,69,1
205061020,12,59820,1.6256,75,1
205095011,12,32755,1.6383,80,1
205109020,12,7223,1.5748,81,1
205130020,12,14520,1.6002,77,1
205181020,12,131880.6,1.651,76,1
205204020,12,16300,1.6256,84,1
205229020,12,28984.75348,1.8034,77,0
205229021,12,28984.75348,1.6002,72,1
205265020,12,8400,1.524,82,1
205268020,12,12258.49208,1.7018,84,0
205309020,12,18252,1.5494,80,1
205317020,12,0,1.524,78,1
205403011,12,35553.02677,1.7399,79,0
205496020,12,28800,1.5748,76,1
205512020,12,189,1.6256,79,1
205679020,12,30756,1.7526,67,1
205689020,12,38371,1.6002,72,1
205689021,12,38371,1.7272,65,0
205720020,12,24324,1.6764,74,1
205736020,12,32844,1.6764,83,1
205809011,12,22152,1.6002,78,1
206194020,12,14512,1.5494,84,1
206234020,12,11859,1.5748,83,1
206329011,12,11484,1.6383,83,1
206371020,12,13344,1.651,83,1
206610020,12,13576,1.5748,84,1
206612020,12,13200,1.5494,73,1
206740011,12,17998.52327,1.5748,81,1
206815011,12,22640,1.6256,83,1
206819020,12,12144,1.5748,80,1
206880020,12,18915,1.651,84,1
207006011,12,10896,1.7272,75,1
207223011,12,60324,1.7272,68,1
207295020,12,10512,1.5748,84,1
207347020,12,33002.4,1.6256,83,1
207430021,12,31588,1.5748,79,1
207565021,12,55852,1.6002,83,1
207600020,12,43156.65752,1.5748,72,1
207644020,12,14100,1.5748,82,1
207647020,12,15528,1.6256,84,1
207710011,12,32507,1.6002,80,1
207759020,12,17725.78397,1.524,81,1
207794020,12,19200,1.7018,80,1
207899011,12,18000,1.7272,83,1
207987011,12,16200,1.6002,84,0
208289020,12,16024.24,1.7272,79,1
208560020,12,0,1.7018,70,1
208663020,12,12072,1.524,84,1
208732020,12,13920,1.6129,82,1
208756020,12,61528.47899,1.4986,83,1
208867020,12,66538.17082,1.7272,79,0
208867021,12,58660,1.5748,74,1
210019010,12,26160,1.8796,84,0
210026020,12,137208,1.8542,83,0
210060010,12,9600,1.524,84,1
210072020,12,12036,1.3462,85,1
210076010,12,13376,1.7272,84,0
210076021,12,30349.2543,1.778,64,0
210082011,12,0,1.6002,58,1
210089010,12,28800,1.5748,83,1
210097020,12,29800,1.7272,84,0
210107010,12,27264,1.6764,84,0
210148010,12,12372,1.6256,84,1
210180010,12,25200,1.6002,84,1
210186010,12,17280,1.6002,83,1
210226010,12,54450,1.5748,83,1
210251010,12,97900,1.7018,84,0
210253010,12,22116.53943,1.6002,84,1
210260010,12,12768,1.524,84,1
210280010,12,47719,1.524,84,1
210292010,12,25683.54068,1.8288,84,0
210320020,12,50792,1.5748,83,1
210322010,12,15199.07937,1.524,83,1
210326010,12,48271.35585,1.7018,83,0
210334010,12,48001.2,1.6637,83,1
210349020,12,68400,1.6764,83,1
210350010,12,61236.72101,1.6002,84,1
210409010,12,29640,1.4732,85,1
210410010,12,9960,1.6002,83,0
210414010,12,59800,1.8542,83,0
210421010,12,16268,1.6256,83,1
210425010,12,26775.70964,1.6129,84,1
210429011,12,16165.69705,1.7272,81,1
210446010,12,12000,1.651,84,1
210447020,12,43908,1.4732,79,1
210454010,12,26062,1.4986,83,1
210488020,12,27300,1.6002,83,1
210521010,12,21612,1.5875,85,1
210529020,12,64578.9686,1.4097,84,1
210540010,12,21900,1.4732,84,1
210555010,12,240000,1.5748,83,1
210555020,12,240000,1.778,85,0
210576010,12,12850.92451,1.651,84,1
210585010,12,19200,1.651,83,0
210585011,12,0,1.5748,76,1
210598010,12,14916,1.5494,83,1
210601011,12,80368.17385,1.524,75,1
210623010,12,63950.93676,1.651,83,0
210654010,12,33144,1.7272,84,0
210661020,12,51139.92502,1.6256,83,0
210679010,12,8976,1.524,84,1
210725020,12,20928,1.6891,83,1
210740010,12,63063.24,1.8034,84,0
210740020,12,63063.24,1.7018,83,1
210748020,12,19920,1.6002,83,1
210760010,12,25682.4,1.6002,84,1
210775020,12,57132,1.5748,84,1
210780010,12,125259,1.7526,84,0
210800010,12,15768,1.6002,84,1
210805010,12,67187.95378,1.8796,83,0
210814010,12,13202.4,1.6256,83,1
210835020,12,75400,1.8796,84,0
210844010,12,90800,1.5494,84,1
210846010,12,27000,1.7272,83,0
210868020,12,37605.00598,1.4224,83,1
210871020,12,48120,1.6637,84,1
210906020,12,31832,1.6256,83,1
210914020,12,20310,1.5748,60,1
210918010,12,9301,1.524,84,1
210921010,12,19800,1.5494,84,1
210949010,12,115688,1.5748,84,1
210949020,12,115688,1.7399,83,0
210961010,12,8400,1.7526,84,1
210974010,12,194781.056,1.6129,84,1
211000010,12,21828,1.524,83,1
211003010,12,12720,1.6002,84,1
211025020,12,78076,1.524,85,1
211036010,12,10656,1.524,84,1
211040010,12,29616,1.5494,83,1
211047020,12,41402.76,1.524,83,1
211050020,12,0,1.524,84,1
211071020,12,19304,1.6002,84,1
211086010,12,40164,1.778,83,0
211087020,12,14400,1.7272,83,0
211092020,12,50012,1.651,83,1
211098020,12,23436,1.4986,83,1
211102010,12,20400,1.524,84,1
211117020,12,28860,1.7018,84,1
211137010,12,26146.08937,1.651,84,1
211145010,12,38576,1.6256,83,1
211159020,12,70716,1.5367,83,1
211173020,12,12204,1.7018,57,1
211193020,12,25995.12,1.4986,84,1
211216010,12,44716,1.7018,83,1
211229010,12,9444,1.6002,84,1
211256010,12,65346,1.651,84,1
211262010,12,23136.76,1.778,84,1
211279010,12,36492,1.6637,84,1
211284010,12,227970.364,1.7018,83,0
211284020,12,227970.364,1.6002,83,1
211286010,12,44629.55048,1.4986,84,1
211287010,12,54434,1.5494,84,1
211296010,12,23040,1.7018,84,1
211303011,12,8712,1.6256,80,1
211317020,12,36643,1.6637,83,1
211325020,12,29640,1.7272,84,1
211326010,12,13104,1.6256,83,1
211329010,12,15156,1.5875,84,1
211335010,12,44400,1.5748,83,1
211335020,12,44400,1.7018,83,0
211367020,12,9132,1.5748,84,1
211370010,12,54120,1.8288,84,0
211371020,12,36000,1.5494,84,1
211376020,12,32120,1.7272,83,1
211380010,12,19600,1.5875,84,1
211459020,12,24262,1.651,83,1
211461020,12,22632,1.4986,84,1
211462020,12,40272,1.6002,84,1
211493020,12,8400,1.5494,83,1
211494010,12,9240,1.6764,83,1
211505020,12,28000,1.5748,84,1
211510010,12,12000,1.5875,84,1
211513010,12,25508.25326,1.6256,84,1
211523010,12,30801.55438,1.6002,83,1
211529020,12,20648.28,1.7018,84,1
211533010,12,26178,1.5748,84,1
211577011,12,78258.88,1.5494,79,1
211586020,12,20990,1.8034,84,1
211599010,12,11052,1.6764,84,1
211614020,12,55920,1.8796,84,0
211616010,12,21052.81012,1.651,84,1
211657010,12,15114.85922,1.6764,84,1
211667010,12,123553.0849,1.8034,84,0
211699010,12,25764,1.6764,84,0
211699020,12,25764,1.5494,84,1
211701020,12,16260,1.6256,84,1
211713011,12,46024,1.778,65,0
211740010,12,110892,1.7018,83,1
211758010,12,19260,1.651,84,1
211762011,12,17974,1.6002,84,1
211763010,12,28800,1.6637,83,1
211792020,12,69044,1.7526,83,0
211802011,12,124396.4701,1.6002,64,1
211857020,12,50912.31442,1.6764,84,1
211881011,12,40827.09376,1.5748,80,1
211884020,12,13779,1.5748,64,1
211884021,12,19200,1.7272,63,0
211886010,12,257302.7015,1.6256,85,1
211890010,12,24168,1.5748,85,1
211910011,12,17256,1.6764,73,1
211911010,12,17892,1.524,83,1
211912020,12,48797,1.6764,83,1
211914010,12,41782,1.5494,83,1
211949010,12,7800,1.5494,84,1
211967020,12,164221.6184,1.8288,83,0
211967021,12,164221.6184,1.6764,82,1
211979020,12,9600,1.5494,80,1
211986020,12,20114,1.6002,81,1
211997010,12,19854.21665,1.67005,83,1
212000010,12,38240,1.7272,84,0
212000020,12,38240,1.5748,84,1
212033010,12,49677.79762,1.6002,83,1
212072020,12,19070.28,1.5748,83,1
212080010,12,7344,1.7272,84,0
212080020,12,7344,1.5748,59,1
212084010,12,12736,1.6002,84,1
212097010,12,16948,1.6002,83,1
212169010,12,9600,1.651,84,1
212170020,12,21168,1.6002,84,1
212182010,12,7176,1.651,84,1
212198010,12,56664,1.7272,84,1
212200010,12,48108,1.7526,84,1
212207010,12,49308,1.7526,84,0
212228020,12,24000,1.651,85,1
212241010,12,50520,1.5748,84,0
212241011,12,50520,1.651,59,1
212253010,12,62888.28,1.7526,84,0
212259010,12,25210,1.6002,85,1
212282020,12,129720,1.651,84,1
212288010,12,47204,1.778,84,0
212288020,12,47204,1.5748,84,1
212298020,12,32489,1.7018,84,1
212299010,12,6900,1.5621,84,1
212304010,12,74764.74747,1.4224,84,1
212308011,12,70763.28535,1.5748,83,1
212309010,12,47730.01248,1.6256,84,1
212314010,12,7200,1.6764,84,0
212331011,12,18312,1.5494,83,1
212354010,12,22800,1.5748,84,0
212354020,12,22800,1.5494,83,1
212356010,12,44076,1.524,83,1
212361010,12,99363,1.6002,84,1
212375010,12,15657,1.4986,83,1
212383010,12,12648,1.778,83,0
212384010,12,30312,1.6002,84,0
212421020,12,16800,1.6256,84,1
212422010,12,18120,1.7272,84,1
212461020,12,26376,1.6002,84,1
212474010,12,16200,1.7399,84,0
212477010,12,46307.93443,1.6256,83,1
212477020,12,46307.93443,1.7526,84,0
212499010,12,81561.21444,1.5748,84,1
212499020,12,81561.21444,1.8288,84,0
212515020,12,28108.98934,1.8034,84,0
212519010,12,17540,1.6256,83,1
212562010,12,15492,1.6002,84,1
212567010,12,23400,1.6764,83,1
212571020,12,42914,1.6764,84,1
212572010,12,12840,1.651,84,1
212573010,12,49043.21558,1.5748,84,1
212575011,12,11760,1.5494,81,1
212582010,12,50388,1.8542,83,0
212595020,12,53111.48,1.524,84,1
212618010,12,11844,1.651,83,1
212619021,12,84052,1.6764,75,1
212631010,12,31539.97873,1.524,84,1
212640010,12,24231.6,1.524,83,1
212640020,12,24231.6,1.6764,85,0
212651020,12,6500,1.5748,84,1
212654010,12,21868.8,1.5748,84,0
212665010,12,35464,1.6256,84,1
212672010,12,21564,1.8034,84,0
212689020,12,13320,1.5494,84,1
212695020,12,10620,1.6002,84,1
212707010,12,21244.24,1.6637,84,1
212710010,12,36744,1.6637,84,1
212718020,12,44760,1.524,84,1
212727010,12,33600,1.5748,84,1
212749020,12,15750,1.524,84,1
212755021,12,98638,1.6256,83,1
212764010,12,33088.49781,1.6764,83,1
212803010,12,50448,1.5748,84,1
212823010,12,50128,1.6256,85,1
212848010,12,33684,1.6002,84,1
212874010,12,38330,1.6002,84,1
212888010,12,30312,1.524,84,1
212893020,12,46336,1.6002,85,1
212895020,12,53291.67143,1.524,84,1
212904010,12,184791.94,1.524,83,1
212927020,12,83248,1.5748,83,1
212964010,12,123224,1.778,84,0
212964020,12,123224,1.6764,58,1
212994020,12,31236.72,1.6002,84,1
213002020,12,8016,1.5748,64,1
213039010,12,14652,1.651,85,1
213039020,12,14652,1.6002,85,0
213049011,12,13308,1.7018,85,1
213058010,12,49166,1.778,83,1
213076010,12,9156,1.5748,84,1
213082010,12,9360,1.5494,83,1
213099020,12,22921,1.7272,84,1
213105010,12,27961,1.5748,83,1
213117010,12,12900,1.6764,83,1
213121010,12,16400,1.6002,84,1
213130020,12,9238,1.4986,84,1
213139020,12,15456,1.8034,84,0
213153010,12,9600,1.6256,84,1
213162010,12,65900,1.7018,83,1
213162020,12,65900,1.8288,84,0
213172010,12,11880,1.6002,84,1
213177010,12,10020,1.397,84,1
213189020,12,32616,1.6764,83,1
213190010,12,10577,1.7272,83,0
213245020,12,14587.65343,1.7018,83,1
213250020,12,83710,1.6764,83,1
213276010,12,7200,1.6002,83,1
213333010,12,31110.55555,1.6002,84,1
213333020,12,31110.55555,1.7526,84,0
213338010,12,38400,1.8288,84,0
213351010,12,28884,1.524,83,1
213365010,12,11604,1.7018,83,0
213365020,12,11604,1.6764,83,1
213367020,12,96004.36116,1.5748,85,1
213369010,12,30000,1.7018,83,0
